Date,Feature_S,Feature_T,MAS1_2,MAS1_3,MAS1_4,MAS1_5,MAT_2,MAT_3,Match,MACD_S1,MACD_S12,MACD_T1,MACD_T2,MAa_1_S,MAa_2_S,MAa_1_T,MAa_2_T,BIAS3_S1,BIAS3_T,BIAS3_T2,BIAS3_T3,SMR_20_US
9/28/2012,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_1,MAS3_1,Same,MACD0_C23,MACD1_C45,MACD0_S23,MACD1_S45,MAaC4_0,MAaC2_0,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_1,BIAS_S_4_1,Down
10/5/2012,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_1,MAS3_1,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_0,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
10/12/2012,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_1,MAS3_1,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_1,MAaS2_1,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_1,BIAS_S_4_1,Down
10/19/2012,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_1,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_1,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_1,MAaS4_1,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
10/26/2012,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_1,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
11/2/2012,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
11/9/2012,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
11/16/2012,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD1_C23,MACD0_C45,MACD1_S23,MACD0_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_0,Rise
11/23/2012,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_0,MAS2_1,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
11/30/2012,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_1,Down
12/7/2012,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_0,MAC3_0,MAC4_0,MAC5_1,MAS2_1,MAS3_1,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_0,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
12/14/2012,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_0,MAC3_0,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_0,MAaS4_1,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
12/21/2012,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_0,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
12/28/2012,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
1/4/2013,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
1/11/2013,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Same,MACD0_C23,MACD1_C45,MACD0_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
1/18/2013,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_1,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
1/25/2013,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Rise
2/1/2013,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_0,Same,MACD1_C23,MACD0_C45,MACD1_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_0,Rise
2/8/2013,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_0,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
2/15/2013,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_0,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
2/22/2013,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_1,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
3/1/2013,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
3/8/2013,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Diff,MACD1_C23,MACD0_C45,MACD1_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
3/15/2013,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
3/22/2013,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_0,MAS2_0,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_0,Rise
3/29/2013,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
4/5/2013,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
4/12/2013,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
4/19/2013,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
4/26/2013,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_0,Rise
5/3/2013,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
5/10/2013,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
5/17/2013,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_1,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
5/24/2013,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_0,MAC3_0,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_0,MAaS4_1,MAaS2_0,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_0,Rise
5/31/2013,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_1,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
6/7/2013,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_0,MAC5_1,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
6/14/2013,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
6/21/2013,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_1,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
6/28/2013,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_0,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
7/5/2013,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_0,Rise
7/12/2013,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
7/19/2013,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
7/26/2013,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_0,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
8/2/2013,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_0,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_1,Diff,MACD0_C23,MACD1_C45,MACD0_S23,MACD1_S45,MAaC4_1,MAaC2_0,MAaS4_0,MAaS2_1,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
8/9/2013,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_1,MAC3_0,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_0,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
8/16/2013,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_0,MAC5_1,MAS2_1,MAS3_1,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_0,MAaS4_1,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
8/23/2013,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_1,MAC3_0,MAC4_1,MAC5_0,MAS2_1,MAS3_1,Diff,MACD0_C23,MACD1_C45,MACD0_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
8/30/2013,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Same,MACD0_C23,MACD1_C45,MACD0_S23,MACD1_S45,MAaC4_0,MAaC2_0,MAaS4_1,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
9/6/2013,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_1,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
9/13/2013,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
9/20/2013,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_1,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_0,MAaS4_1,MAaS2_0,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
9/27/2013,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
10/4/2013,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
10/11/2013,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_0,Rise
10/18/2013,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_1,MAS3_0,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_1,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
10/25/2013,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_1,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_1,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
11/1/2013,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_1,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
11/8/2013,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_0,BIAS_S_4_0,Rise
11/15/2013,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_1,MAS3_0,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_1,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
11/22/2013,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_0,MAC5_0,MAS2_1,MAS3_1,Diff,MACD0_C23,MACD1_C45,MACD0_S23,MACD1_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_1,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_1,Down
11/29/2013,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_1,Same,MACD0_C23,MACD1_C45,MACD0_S23,MACD1_S45,MAaC4_0,MAaC2_0,MAaS4_1,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
12/6/2013,Crude_Oil_NYMEX_R,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_0,Same,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Rise
12/13/2013,Crude_Oil_NYMEX_D,SMR_20_US_R,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_1,MAS3_1,Diff,MACD1_C23,MACD1_C45,MACD1_S23,MACD1_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_1,BIAS_C_2_0,BIAS_S_2_1,BIAS_S_3_1,BIAS_S_4_1,Rise
12/20/2013,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_1,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_1,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
12/27/2013,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_1,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
1/3/2014,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_1,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
1/10/2014,Crude_Oil_NYMEX_D,SMR_20_US_D,MAC2_0,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Same,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_0,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
1/17/2014,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_0,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Diff,MACD1_C23,MACD0_C45,MACD1_S23,MACD0_S45,MAaC4_0,MAaC2_0,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
1/24/2014,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_0,MAC5_0,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_0,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
1/31/2014,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_0,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
2/7/2014,Crude_Oil_NYMEX_R,SMR_20_US_D,MAC2_1,MAC3_1,MAC4_1,MAC5_1,MAS2_0,MAS3_0,Diff,MACD0_C23,MACD0_C45,MACD0_S23,MACD0_S45,MAaC4_1,MAaC2_1,MAaS4_0,MAaS2_0,BIAS_C_2_1,BIAS_S_2_0,BIAS_S_3_0,BIAS_S_4_0,Down
